occurrenceID,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,sex,lifeStage,organismID,organismName,samplingProtocol,samplingEffort,eventDate,minimumElevationInMeters,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferenceSources,georeferenceVerificationStatus,scientificName,kingdom,taxonRank,vernacularName
801:20130518133850,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":587}",2013-05-18T13:38:50Z,0,22,51.2335736,2.9300115,WGS84,15,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518134854,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":604}",2013-05-18T13:48:54Z,0,33,51.2334251,2.9301575,WGS84,34,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518135907,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":613}",2013-05-18T13:59:07Z,0,153,51.2335049,2.931087,WGS84,46,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518140927,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":620}",2013-05-18T14:09:27Z,0,23,51.2334951,2.9301491,WGS84,13,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518141922,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":595}",2013-05-18T14:19:22Z,0,23,51.2334909,2.9301661,WGS84,14,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518142858,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":576}",2013-05-18T14:28:58Z,0,26,51.2334774,2.9302546,WGS84,13,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518143850,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T14:38:50Z,0,21,51.2334782,2.9302213,WGS84,12,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518144843,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":593}",2013-05-18T14:48:43Z,0,34,51.2334704,2.9303309,WGS84,11,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518145834,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T14:58:34Z,0,17,51.2334982,2.9302185,WGS84,17,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518150830,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":596}",2013-05-18T15:08:30Z,0,22,51.2335027,2.9302043,WGS84,18,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518151837,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":607}",2013-05-18T15:18:37Z,0,19,51.2334656,2.9301364,WGS84,12,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518152827,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":590}",2013-05-18T15:28:27Z,0,10,51.233338,2.929868,WGS84,23,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518153819,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T15:38:19Z,0,9,51.2333741,2.9299074,WGS84,22,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518154815,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":596}",2013-05-18T15:48:15Z,0,13,51.2334375,2.9299583,WGS84,22,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518155805,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":590}",2013-05-18T15:58:05Z,0,105,51.2330334,2.9301262,WGS84,21,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518160755,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":590}",2013-05-18T16:07:55Z,0,9,51.2333655,2.9300301,WGS84,25,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518161747,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T16:17:47Z,0,20,51.2334409,2.930123,WGS84,23,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518162741,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":594}",2013-05-18T16:27:41Z,0,-1,51.2335429,2.9299865,WGS84,23,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518163732,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T16:37:32Z,0,11,51.2334766,2.9300722,WGS84,24,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518164725,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":593}",2013-05-18T16:47:25Z,0,3,51.233466,2.9300101,WGS84,21,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518165716,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T16:57:16Z,0,11,51.2334011,2.9299988,WGS84,19,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518170708,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T17:07:08Z,0,8,51.2334614,2.9301252,WGS84,26,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518171705,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":597}",2013-05-18T17:17:05Z,0,39,51.2334533,2.9298974,WGS84,26,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518172656,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T17:26:56Z,0,10,51.233583,2.9299663,WGS84,52,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518173647,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T17:36:47Z,0,-3,51.2336974,2.9296881,WGS84,29,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518174642,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":595}",2013-05-18T17:46:42Z,0,-20,51.2335495,2.9300441,WGS84,55,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518175642,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":600}",2013-05-18T17:56:42Z,0,35,51.2336782,2.9298322,WGS84,27,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518180209,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":327}",2013-05-18T18:02:09Z,0,17,51.2335254,2.9299164,WGS84,18,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518181156,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":587}",2013-05-18T18:11:56Z,0,1,51.2334872,2.9300412,WGS84,19,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518182150,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":594}",2013-05-18T18:21:50Z,0,-4,51.2333945,2.9296568,WGS84,26,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518182726,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":336}",2013-05-18T18:27:26Z,0,14,51.2334604,2.9299802,WGS84,20,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518183718,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T18:37:18Z,0,-30,51.233403,2.929967,WGS84,27,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518184710,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T18:47:10Z,0,-7,51.2333947,2.9301816,WGS84,28,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518185701,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T18:57:01Z,0,89,51.2329184,2.9305523,WGS84,14,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518190709,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":608}",2013-05-18T19:07:09Z,0,8,51.2334526,2.9300932,WGS84,7,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518191658,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":589}",2013-05-18T19:16:58Z,0,1,51.233427,2.9300996,WGS84,10,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518192652,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":594}",2013-05-18T19:26:52Z,0,13,51.2521732,2.925137,WGS84,7,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518193702,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":610}",2013-05-18T19:37:02Z,0,6,51.2738761,2.959856,WGS84,11,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518194655,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":593}",2013-05-18T19:46:55Z,0,92,51.27881,2.9617432,WGS84,22,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518195647,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T19:56:47Z,0,0,51.2921656,2.9291005,WGS84,15,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
